Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender_Encoded,BMI_Category,Age_Group,Heart_Rate_Reserve,Calorie_Burn_Rate,Workout_Intensity,Recovery_Index,Member_Engagement,Body_Composition_Score
51,60.7,1.71,168,169,60,1.14,954.0,22.1,2.5,2,1,20.76,1,1,2,108,829.5652173913044,1.0058925063984288,1.176239952950402,2,47.28530000000001
44,48.0,1.76,189,124,52,0.88,491.0,28.6,2.6,2,1,15.5,0,0,1,137,551.685393258427,0.6560499444473837,1.1815496478073166,2,34.272
37,73.5,1.69,174,131,66,0.54,354.0,27.5,1.6,2,1,25.73,0,2,1,108,643.6363636363636,0.7528302971093616,1.7833018103215348,2,53.2875
58,59.3,1.58,166,165,56,1.97,1463.0,19.8,2.7,4,3,23.75,0,1,2,110,738.8888888888889,0.9939160291548702,0.9653508015859334,12,47.5586
57,51.9,1.57,169,151,67,1.05,713.0,29.1,2.6,3,2,21.06,0,1,2,102,672.6415094339623,0.8934382580912372,1.1752324153657254,6,36.7971
50,42.7,1.53,168,155,65,1.41,983.0,28.4,2.4,4,2,18.24,0,0,2,103,692.2535211267606,0.9225641330873163,1.299740051989602,8,30.5732
57,68.5,1.56,168,138,68,1.45,900.0,29.1,1.6,4,2,28.15,0,2,2,100,616.4383561643835,0.8213796797809655,1.1927731976846168,8,48.5665
57,51.4,1.63,183,134,73,1.2,724.0,33.7,2.0,4,2,19.35,0,1,2,110,598.3471074380166,0.7322004262062183,1.2804771092790739,8,34.0782
36,99.9,1.99,189,147,73,1.33,1075.0,20.9,2.5,3,1,25.23,1,2,1,116,802.2388059701492,0.7777366276916565,2.027214662593724,3,79.02090000000001
36,112.4,1.63,164,135,58,1.02,757.0,25.0,3.4,4,2,42.3,1,3,1,106,734.9514563106796,0.8231205414304006,1.6106637045265204,8,84.30000000000001
29,60.0,1.62,181,161,69,0.85,684.0,28.1,1.9,2,1,22.86,0,1,0,112,795.3488372093024,0.889453621346887,2.378490175801448,2,43.14
23,47.4,1.6,196,154,50,0.76,585.0,33.5,1.6,3,1,18.52,0,1,0,146,759.7402597402597,0.7856742002959033,2.17296827466319,3,31.521
26,47.7,1.77,198,120,69,1.15,759.0,24.8,2.7,3,2,15.23,1,0,0,129,654.3103448275863,0.606029998484925,2.6528258362168393,6,35.870400000000004
47,45.9,1.93,166,159,65,1.29,1015.0,29.6,2.0,3,2,12.32,1,0,1,101,780.7692307692307,0.9577736280946931,1.3826845352052755,6,32.313599999999994
36,60.0,1.72,161,128,51,1.63,1043.0,18.2,2.7,5,3,20.28,0,1,1,110,635.9756097560976,0.7949816781566362,1.4162732574284922,15,49.080000000000005
26,54.0,1.53,175,148,54,1.14,844.0,26.9,1.7,3,1,23.07,0,1,0,121,733.9130434782609,0.8456659619450317,2.0761245674740483,3,39.474000000000004
59,89.4,1.72,188,152,67,1.08,813.0,24.5,3.2,3,1,30.22,1,3,2,121,745.8715596330275,0.8084676347002819,1.1354007795288934,3,67.497
29,68.7,1.72,171,168,62,1.08,907.0,29.8,1.7,4,2,23.22,0,1,0,109,832.1100917431193,0.9823986901350799,2.1371940710099966,8,48.227399999999996
35,50.4,1.6,195,156,59,1.03,803.0,29.1,1.9,4,2,19.69,0,1,1,136,772.1153846153846,0.7999589764627455,1.6852327906312483,8,35.733599999999996
34,66.5,1.69,191,157,52,0.81,636.0,28.1,2.3,3,1,23.28,0,1,1,139,775.6097560975609,0.8219464949479085,1.528962069979418,3,47.8135
56,129.0,1.78,194,126,64,1.29,805.0,27.1,2.7,2,1,40.71,1,3,2,130,619.2307692307692,0.6494510592237513,1.142653097661132,2,94.041
31,64.4,1.7,160,144,70,1.97,1418.0,17.3,2.7,5,3,22.28,0,1,1,90,716.1616161616162,0.8999437535154053,2.257336343115124,15,53.2588
31,76.7,1.62,174,127,74,1.39,883.0,28.1,2.3,4,2,29.23,0,2,1,100,630.7142857142858,0.7298431124648009,2.386326991293131,8,55.1473
51,49.3,1.61,191,129,55,1.36,868.0,28.3,2.9,2,1,19.02,1,1,2,136,633.5766423357663,0.6753573111355426,1.0782199568712019,2,35.348099999999995
20,117.7,1.81,196,161,54,1.35,1195.0,26.4,3.3,3,2,35.93,1,3,0,142,878.6764705882352,0.8213866639457171,2.6986506746626686,6,86.6272
31,42.3,1.6,163,163,70,1.09,888.0,25.1,1.9,3,2,16.52,0,0,1,93,807.2727272727273,0.9999386540703025,2.257336343115124,6,31.682699999999997
40,51.7,1.82,161,160,71,0.9,792.0,21.4,3.0,3,1,15.61,1,0,1,90,870.3296703296703,0.9937270976957954,1.7745563609097725,3,40.6362
20,124.3,1.82,194,145,63,1.25,997.0,22.4,3.2,3,2,37.53,1,3,0,131,791.2698412698412,0.7473841554559044,3.1484257871064467,6,96.4568
28,67.3,1.67,171,157,74,0.61,479.0,29.2,2.3,3,1,24.13,0,1,0,97,772.5806451612904,0.9180749663762353,2.641913602284898,3,47.648399999999995
58,109.0,1.91,198,156,56,1.49,1151.0,26.0,2.2,3,2,29.88,1,2,2,142,767.3333333333334,0.7878389980304026,0.9653508015859334,6,80.66
54,43.8,1.65,171,129,61,1.29,749.0,26.6,1.7,4,2,16.09,0,0,2,110,576.1538461538462,0.754341851353722,1.1294204776893169,8,32.1492
35,96.9,1.71,188,145,72,1.34,1069.0,24.2,2.9,3,2,33.14,1,3,1,116,791.8518518518518,0.7712355725759269,2.0565552699228795,6,73.45020000000001
24,72.9,1.76,175,127,68,0.86,546.0,30.8,1.5,3,1,23.53,0,1,0,107,627.5862068965517,0.7256728186960746,2.8321532694710534,3,50.4468
54,56.5,1.75,196,154,66,1.76,1220.0,15.3,2.7,5,3,18.45,0,0,2,130,689.2655367231638,0.7856742002959033,1.2219959266802445,15,47.8555
57,85.6,1.69,189,133,50,1.76,1159.0,12.7,3.5,5,3,29.97,1,2,2,139,654.8022598870057,0.7036664726734035,0.8770391159445712,15,74.72879999999999
29,81.7,1.99,162,126,54,1.45,1005.0,29.4,3.2,2,1,20.63,1,1,0,108,688.3561643835617,0.7777297697672984,1.8614270941054807,2,57.6802
48,73.7,1.61,172,121,63,1.36,815.0,21.8,3.6,4,2,28.43,1,2,1,109,594.8905109489051,0.7034474739840707,1.3122266194542804,8,57.6334
27,108.0,1.8,174,122,70,1.38,926.0,28.6,2.5,4,2,33.33,1,3,0,104,666.1870503597123,0.7011091316591,2.5916327286190297,8,77.112
41,66.1,1.69,187,143,68,0.77,545.0,27.4,3.4,2,1,23.14,1,1,1,119,698.7179487179487,0.7646649911769424,1.6581321628871009,2,47.98859999999999
40,63.5,1.61,163,159,59,1.31,1041.0,33.4,1.6,3,2,24.5,0,1,1,104,788.6363636363636,0.9754002821912766,1.474631342164459,6,42.291000000000004
41,64.8,1.71,164,131,54,1.2,778.0,22.5,2.8,3,2,22.16,1,1,1,110,642.9752066115702,0.7987317846472777,1.3167520117044624,6,50.22
52,52.1,1.67,169,124,52,1.5,837.0,32.0,1.5,2,1,18.68,0,1,2,117,554.3046357615895,0.7336843973729366,0.9998077292828302,2,35.428
36,59.1,1.78,184,121,60,0.85,514.0,34.5,2.2,2,1,18.65,0,1,1,124,597.6744186046511,0.6575729579914136,1.6662038322688144,2,38.7105
23,107.2,1.93,167,139,55,1.15,879.0,20.2,3.1,4,2,28.78,1,2,0,112,757.7586206896552,0.8322854918867134,2.3902651021295087,8,85.54560000000001
37,69.5,1.5,196,130,66,0.69,448.0,32.8,2.4,2,1,30.89,0,3,1,130,640.0,0.6632314677822561,1.7833018103215348,2,46.704
24,62.9,1.79,180,135,59,1.42,958.0,27.3,2.3,4,2,19.63,0,1,0,121,669.93006993007,0.7499583356480196,2.4573094543940024,8,45.7283
47,80.0,1.77,171,149,68,0.72,531.0,28.2,3.5,3,1,25.54,1,2,1,103,727.3972602739726,0.8712940763698029,1.446500744522442,3,57.44
20,46.5,1.68,187,145,72,0.91,660.0,27.9,2.4,2,1,16.48,0,0,0,115,717.391304347826,0.7753596064381584,3.598200899550225,2,33.526500000000006
54,66.9,1.74,195,129,62,1.24,720.0,29.5,2.1,2,1,22.1,0,1,2,133,576.0,0.6615045382288088,1.1479355674875023,2,47.16450000000001
37,87.8,1.69,183,158,69,1.81,1573.0,10.3,3.5,5,3,30.74,1,3,1,114,864.2857142857142,0.863340801049123,1.8643609835179682,15,78.7566
26,86.2,1.68,189,157,72,1.97,1701.0,13.3,3.5,5,3,30.54,1,3,0,117,859.0909090909091,0.830643881276123,2.7681660899653977,15,74.7354
34,64.5,1.78,169,144,64,1.33,958.0,27.8,1.8,4,2,20.36,0,1,1,105,714.9253731343283,0.8520205904976037,1.881799470743899,8,46.568999999999996
21,54.9,1.78,173,138,71,0.55,380.0,31.7,2.0,2,1,17.33,0,0,0,102,678.5714285714286,0.7976417548118606,3.379343169919086,2,37.496700000000004
55,118.6,1.72,163,168,67,0.77,640.0,25.9,2.6,3,1,40.09,1,3,2,96,820.5128205128204,1.0306116189190848,1.217960370841665,3,87.8826
35,85.6,1.85,185,135,55,1.78,1322.0,14.5,3.5,5,3,25.01,1,2,1,130,738.5474860335196,0.729690287011513,1.5709797200799773,15,73.18799999999999
23,59.0,1.78,185,141,58,1.67,1177.0,17.8,2.7,5,3,18.62,0,1,0,127,700.5952380952381,0.7621209664342469,2.5206431986093003,15,48.498
42,57.7,1.57,167,122,52,1.83,1005.0,17.7,2.7,4,3,23.41,0,1,1,115,546.195652173913,0.7304951799293455,1.237800523684837,12,47.4871
49,82.3,1.84,192,146,71,1.29,932.0,28.4,3.4,4,2,24.31,1,1,1,121,716.9230769230769,0.7603770636945992,1.4486839420526423,8,58.92679999999999
33,102.6,1.75,186,140,53,1.4,1078.0,27.9,2.2,3,2,33.5,1,3,1,133,764.5390070921986,0.7526477071125208,1.6055740684641018,6,73.97460000000001
21,74.2,1.93,187,141,56,1.32,1024.0,28.3,2.5,3,2,19.92,1,1,0,131,769.9248120300751,0.7539703759157265,2.6653974297953353,6,53.2014
31,60.5,1.77,187,127,56,1.72,1092.0,15.0,2.7,4,3,19.31,0,1,1,131,631.2138728323699,0.6791080690872147,1.8058690744920993,12,51.425
44,69.5,1.75,192,155,69,1.02,711.0,27.6,2.1,3,1,22.69,0,1,1,123,690.2912621359224,0.8072496224154992,1.5678254942058625,3,50.318
29,125.9,2.0,186,152,67,1.36,1137.0,24.7,3.1,4,2,31.48,1,3,0,119,829.92700729927,0.8171603677221655,2.3095484315753185,8,94.8027
25,88.1,1.95,182,131,68,1.41,1016.0,22.7,3.0,2,1,23.17,1,1,0,114,715.492957746479,0.7197406735893632,2.7189124350259894,2,68.1013
20,55.0,1.6,172,168,67,1.12,1035.0,24.0,3.2,4,2,21.48,1,1,0,105,915.9292035398229,0.9766874018952387,3.348325837081459,8,41.8
42,97.9,1.91,193,136,73,1.01,680.0,29.0,2.8,3,2,26.84,1,2,1,120,666.6666666666666,0.7046267032796228,1.7376815044037135,6,69.509
21,101.5,1.95,171,131,69,0.97,699.0,27.9,3.1,3,1,26.69,1,2,0,102,713.265306122449,0.7660370738553302,3.2841504045692527,3,73.18150000000001
48,68.2,1.69,170,159,73,0.75,537.0,28.4,2.5,3,1,23.88,0,1,1,97,706.578947368421,0.9352391035821422,1.520516559050198,3,48.8312
41,71.7,1.96,162,168,51,0.51,424.0,27.3,2.5,2,1,18.66,1,1,1,111,815.3846153846154,1.0369730263563979,1.2435991221653255,2,52.1259
59,123.3,1.88,177,161,67,1.3,1036.0,23.0,2.6,4,2,34.89,1,3,2,110,790.8396946564885,0.909553132591379,1.1354007795288934,8,94.941
58,90.2,1.72,199,150,55,0.9,668.0,28.3,2.1,2,1,30.49,1,3,2,144,734.065934065934,0.7537309682930506,0.9481123944147561,2,64.6734
19,50.6,1.68,193,145,64,1.21,877.0,30.6,2.1,3,2,17.93,0,0,0,129,718.8524590163935,0.751256411584892,3.3666491320357705,6,35.1164
26,77.7,1.62,177,126,73,1.16,804.0,29.6,3.0,3,2,29.61,1,2,0,104,687.1794871794872,0.711824190723688,2.806612841214917,6,54.7008
24,69.7,1.75,166,146,60,1.41,1029.0,32.5,2.0,3,1,22.76,0,1,0,106,724.6478873239437,0.8794650924643094,2.4989587671803415,3,47.04750000000001
20,85.7,1.92,172,136,58,1.72,1287.0,10.5,3.5,5,3,23.25,1,1,0,114,743.9306358381504,0.7906517062961456,2.898550724637681,15,76.70150000000001
19,56.9,1.87,178,138,70,0.61,463.0,23.3,3.7,3,1,16.27,1,0,0,108,746.7741935483871,0.7752373462165048,3.682272488164124,3,43.6423
37,88.8,1.95,189,135,66,1.58,1173.0,10.3,3.5,5,3,23.35,1,1,1,123,737.7358490566037,0.7142479233902969,1.7833018103215348,15,79.6536
21,86.6,1.86,163,129,58,1.37,972.0,21.8,2.6,3,2,25.03,1,2,0,105,704.3478260869565,0.791362493098583,2.7605901951451686,6,67.7212
58,103.5,1.66,172,168,61,1.33,1106.0,24.6,3.1,3,1,37.56,1,3,2,111,825.3731343283581,0.9766874018952387,1.0515428374418203,3,78.039
18,68.1,1.8,174,153,50,1.1,926.0,25.4,3.3,4,2,21.02,1,1,0,124,834.2342342342341,0.8792598126544452,2.7762354247640197,8,50.8026
23,40.9,1.75,167,145,61,0.82,594.0,25.2,2.1,3,1,13.36,0,0,0,106,715.6626506024097,0.868211484342255,2.6510212950890915,3,30.5932
32,56.6,1.57,170,167,72,1.65,1378.0,15.7,2.7,4,3,22.96,0,1,1,98,830.1204819277109,0.9822951591082878,2.2492970946579196,12,47.7138
45,113.4,1.71,190,129,63,0.83,530.0,24.0,2.3,2,1,38.78,1,3,1,127,630.952380952381,0.6789116362296721,1.3996889580093312,2,86.18400000000001
52,61.5,1.69,160,152,63,1.8,1231.0,15.5,2.7,4,3,21.53,0,1,2,97,680.110497237569,0.9499406287107056,1.2113055181695829,12,51.9675
32,68.3,1.92,168,165,54,1.42,1289.0,29.9,3.5,2,1,18.53,1,1,1,114,901.3986013986014,0.9820843997381109,1.6869728209934396,2,47.8783
44,77.7,1.79,198,165,53,1.41,1047.0,28.1,2.2,3,1,24.25,0,1,1,145,737.3239436619718,0.8332912479167719,1.2042717564189958,3,55.8663
57,126.8,1.63,161,133,73,0.96,632.0,20.8,2.1,2,1,47.72,1,3,2,88,651.5463917525774,0.8260356499596299,1.2804771092790739,2,100.4256
23,64.5,1.7,187,125,72,0.51,319.0,30.4,1.7,2,1,22.32,0,1,0,115,613.4615384615385,0.6684134538259986,3.1290743155149934,2,44.891999999999996
33,45.9,1.89,193,144,50,1.45,1148.0,21.6,2.9,3,2,12.85,1,0,1,143,786.3013698630137,0.7460753328843065,1.514692517418964,6,35.9856
39,93.4,1.7,191,155,50,1.1,938.0,21.1,2.5,4,2,32.32,1,3,1,141,845.045045045045,0.8114758389613109,1.2817226352217381,8,73.6926
27,75.7,1.76,167,132,66,0.68,494.0,25.3,2.3,3,1,24.44,1,1,0,101,715.9420289855071,0.7903718340219149,2.4435394298407997,3,56.5479
49,88.6,2.0,162,127,56,1.83,1150.0,14.9,3.5,4,3,22.15,1,1,1,106,625.0,0.783902228257515,1.1426239542950418,12,75.39859999999999
44,42.8,1.78,167,159,64,1.49,1066.0,25.3,2.6,3,2,13.51,0,0,1,103,710.6666666666666,0.952038800071852,1.4542149511474665,6,31.9716
19,58.8,1.77,181,136,53,1.4,952.0,32.8,2.7,2,1,18.77,0,1,0,128,675.1773049645391,0.7513397049886748,2.788006312467122,2,39.513600000000004
54,78.1,1.6,198,145,73,1.1,718.0,32.9,2.4,4,2,30.51,0,3,2,125,646.8468468468468,0.7322862481692844,1.351601555267543,8,52.4051
49,78.9,1.73,182,151,64,1.38,938.0,34.0,2.3,2,1,26.36,0,2,1,118,674.8201438848921,0.8296247458930829,1.305855947765762,2,52.074
22,107.4,1.74,195,138,63,1.34,1017.0,22.0,2.2,2,1,35.47,1,3,0,132,753.3333333333333,0.7076560176401211,2.862335302135393,2,83.772
22,110.5,1.92,172,144,55,1.16,919.0,20.2,3.3,3,2,29.98,1,2,0,117,785.4700854700856,0.8371606301959189,2.4988641526578825,6,88.179
18,65.3,1.55,184,161,59,1.42,1143.0,28.5,2.2,3,2,27.18,0,2,0,125,799.3006993006993,0.874952448236509,3.2759578012215433,6,46.6895
30,62.7,1.67,164,162,70,1.02,826.0,26.1,2.6,4,2,22.48,0,1,1,94,801.9417475728155,0.9877446497164808,2.3325558147284235,8,46.335300000000004
20,111.0,1.94,170,156,50,1.02,875.0,27.6,3.3,4,2,29.49,1,2,0,120,849.5145631067961,0.9175930827598378,2.498750624687656,8,80.364
42,45.5,1.6,166,163,64,1.31,1057.0,21.7,2.6,3,2,17.77,1,0,1,102,800.7575757575758,0.9818685621348112,1.5234467983813378,6,35.6265
46,52.0,1.65,165,147,63,0.7,463.0,34.1,1.9,2,1,19.1,0,1,1,102,652.112676056338,0.8908550996909279,1.369267550532493,2,34.268
55,75.6,1.71,173,130,57,1.03,663.0,28.1,2.0,4,2,25.85,1,2,2,116,637.5,0.7514016530836368,1.0361752408652973,8,54.356399999999994
